length	HN1-d365	HN1-d090	HN1-d180	HN1-BL	HN1-d049	HN1-d008	HN2-d365	HN2-d090	HN2-d049	HN2-d008	HN2-BL	HN3-d365	HN3-d090	HN3-d180	HN3-d049	HN3-d008	HN3-BL	HN4-d365	HN4-d090	HN4-d180	HN4-BL	HN4-d043	HN4-d008	HN5-d365	HN5-d090	HN5-d180	HN5-BL	HN5-d043	HN5-d008	HN6-d365	HN6-d090	HN6-d180	HN6-BL	HN6-d043	HN6-d008	HN7-d090	HN7-d180	HN7-BL	HN7-d043	HN7-d008	HV1	HV3	HV4	HV5	HV6	HV7	HV8	OMD1-d090	OMD1-d180	OMD1-d002	OMD1-d005	OMD4-d365	OMD4-d090	OMD4-d180	OMD4-BL	OMD4-d002	OMD4-d005	OMD5-d090	OMD5-d180	OMD5-BL	OMD5-d002	OMD5-d005	OMD6-d365	OMD6-d090	OMD6-d180	OMD6-BL	OMD6-d002	OMD6-d005	OMD7-d090	OMD7-d180	OMD7-BL	OMD7-d365	OMD7-d002	OMD8-d090	OMD8-d365	OMD8-d180	OMD8-BL	OMD8-d010	OMD8-d002	OMD9-d365	OMD9-d090	OMD9-d180	OMD9-BL	OMD9-d002	OMD9-d005	OMD1-BL	PV1	PV3	PV4	PV5	PV6	PV7	PV9
218	61322	251149	158430	162441	148700	151891	67479	298559	122321	192549	177251	57593	181730	83023	114103	233749	113243	49189	165903	240057	157810	159868	356092	209664	110796	184359	132627	40688	332778	49528	129881	252724	129971	234743	216758	286121	266839	235067	112040	286175	146490	156353	105638	127975	106647	188588	153574	293991	368340	151951	231574	37030	84810	139967	148854	159316	347579	96626	169133	236063	442275	148562	80219	117210	84721	179912	144902	205325	61892	60804	241607	57057	130171	51423	155502	124141	150780	377547	535540	118389	132444	327306	172045	104318	214360	195787	248550	153549	103500	291275	153189	162437	328225
219	57787	236369	149449	153469	141544	144091	63464	283273	116275	182767	166868	53226	171349	79439	108468	219555	106549	46173	156647	227218	149275	150540	339054	196813	103195	170759	125713	37532	315367	47204	123348	239701	123529	224325	206788	272461	249800	221874	105864	272545	138680	146635	100489	120892	101406	178564	144845	278424	349103	142676	217884	35109	79950	130573	139845	150410	327674	90791	160135	224361	417279	143619	74540	110441	79133	170129	136501	193391	57952	56290	227859	53907	122828	47914	147244	116767	141870	356417	506134	111656	125115	310046	163216	99495	202861	184397	237377	154476	95385	274767	144905	155287	315574
220	54807	222490	139116	143315	132907	135801	60367	268659	110133	173552	156944	49808	161045	75156	102117	208978	99577	43630	148010	212987	141973	141754	321542	184881	96249	160498	119410	34458	297136	44987	115893	227284	115894	214159	197898	257169	235542	210650	99433	257017	130102	139116	94560	112874	95674	167893	137091	264705	330011	135355	205795	33246	74562	121644	132331	141023	306948	85697	151364	211484	393305	137030	71064	104072	74261	160599	127829	184222	54599	53411	215363	50410	116064	44436	137018	108688	134897	335858	475295	104319	118383	291831	154163	93770	191588	173000	223790	156780	89425	259260	136229	148414	303535
221	51433	207378	130615	134059	126213	128092	56785	251944	103028	164409	147779	45576	149586	70705	95286	196836	93462	40861	139626	200696	133280	132269	303873	172628	89666	149514	112288	30623	278442	41824	109831	212141	109705	202603	186061	242584	220188	198888	93424	242368	123113	130725	88920	106259	89244	156732	129474	248678	308940	126955	193248	31000	68761	112558	122584	131875	289349	80640	142462	200088	371701	131550	66482	98200	69648	151114	120178	172413	51367	49308	202621	47142	108643	41222	128874	102067	126364	315815	447673	97015	111805	273286	146100	88674	180498	161706	210999	158016	82246	244418	127210	141528	289242
222	47424	192766	120642	124502	116564	118330	52571	234824	95665	153316	136580	41763	138297	65684	88950	184571	86114	37348	129333	185642	124534	123210	282770	161714	83014	137814	104916	28106	259397	38626	102425	197913	102530	191161	174283	226523	208062	186259	85851	226458	115382	121716	82505	98180	83719	144854	120855	231991	285992	117971	179776	28886	63308	102762	114366	123704	271048	74612	131971	186446	350235	124033	61579	91706	63592	139995	112621	161563	47144	45890	189060	44122	101211	37996	119895	93894	117557	295464	418924	89443	103528	252446	136860	82244	167594	148839	196829	155329	75425	230005	117000	133288	277725
223	43394	176496	110940	115126	107527	109494	49037	218266	88863	142673	125150	37794	126570	60600	82360	170220	79131	33891	119643	169952	115506	113051	262182	149458	76200	125469	96858	25467	240317	35788	94637	182290	94879	178053	162902	209669	196267	177696	79499	209789	106656	114024	76219	91236	77532	133478	112492	215012	264727	110365	167106	26768	59101	93538	106180	113933	255896	69761	121604	174462	331382	117790	57135	84536	58914	130678	103978	152196	44263	41463	174353	40572	94078	34861	110856	84807	109753	273509	393309	81832	96365	231909	125887	76585	153904	137049	182282	149563	68384	219786	108298	124198	261878
224	40417	160619	102420	106284	100604	100461	44872	200254	81883	132185	115059	34615	116721	56439	75733	157438	72691	31315	110330	155843	106557	103449	240838	137917	69995	115310	89536	22532	219783	32994	87894	166717	87848	165663	150357	192854	182503	165677	72389	192731	98611	105629	69955	84562	71930	122292	104213	198699	242503	102423	154953	25025	53693	85136	97058	104212	237419	63910	111115	160063	309462	108535	52690	77918	53461	119973	96183	140952	40291	37942	163603	37400	87089	31962	101288	77399	100531	252788	366209	75250	88868	211732	116698	70084	141080	125528	167592	141983	62384	204347	99090	115204	248158
225	36652	146811	93335	96743	91832	92337	41213	185619	75365	122160	105347	31289	105367	51627	69263	144763	65896	28920	100948	142920	99281	95585	221928	126510	64271	105398	82674	20577	204337	30735	80976	152963	81192	154175	140545	178329	169728	154121	67396	178217	90781	99161	64565	77248	66364	111897	96781	182442	221890	94998	143908	22603	48595	76860	89070	95334	219150	58857	101756	147800	289730	101843	48211	71863	48886	110437	87647	129259	37767	34976	149748	33509	79286	29242	93133	70828	92174	232738	341619	68821	81506	192809	106610	64798	130129	115127	155584	134948	56435	189805	90634	108110	235345
226	33709	133227	86275	89585	84513	85263	38069	169909	69779	112496	95743	28909	96978	47499	64094	134242	61200	26144	94187	131621	91774	88436	205016	117888	59206	97094	76684	19275	189009	27920	75265	141275	75368	142943	131058	164664	158798	145585	62029	164532	84909	92333	60661	71292	61798	103292	89843	169357	205496	88933	132807	21526	44648	69901	82258	88848	205639	54528	94398	137071	270997	96075	44750	66830	44724	102766	81486	121012	34346	32244	139313	31091	74175	26961	85026	65411	85602	215413	319050	62662	75347	177488	99138	59802	119656	105180	144923	129473	51951	178234	82846	101027	224198
227	31256	123660	79755	83726	79545	78823	35744	158904	65262	105554	89322	26430	90087	44271	60411	124421	56345	24284	87487	121789	86564	81676	190827	110288	55233	90076	70723	16455	175731	27036	70099	131397	70192	134895	123049	153032	151387	136767	57039	153052	79838	87256	56454	67148	58436	95224	85017	157756	189581	83666	125120	20337	41769	64271	76952	82865	194255	51169	88198	128182	258054	89596	41898	61974	41545	95372	75675	115112	32547	29919	129981	29081	68909	25093	79049	60433	79475	201685	299042	58081	70068	165180	92917	55286	111041	98645	135525	125967	48053	170239	77711	96080	217652
228	28939	115455	74622	78428	74459	74246	33333	148712	62178	99138	83298	24640	83874	41451	56525	116514	53101	22663	82566	114142	82095	76697	179574	102335	52422	84437	67603	15176	165132	25446	65375	123196	65369	127575	115819	144350	143670	129990	53880	144417	75223	82879	53655	63111	55492	89963	80815	149727	177688	78946	117003	19033	38992	60129	72456	77704	184187	47792	82047	120328	244693	85798	39523	58752	38772	90093	70984	108248	30187	27878	122556	27221	64776	23506	74509	55911	74718	189611	280943	54569	66366	154463	88014	51966	104266	91921	128237	126235	44426	163150	72979	92041	211017
229	27296	108190	70264	73835	71035	69987	31579	139839	59429	93486	77968	22866	78845	39472	53231	110272	49674	21215	77244	107173	78183	72434	169244	96328	49488	79803	64254	14111	155113	23407	61993	116606	62044	120642	110305	137162	134000	123192	50641	137021	71875	78346	50858	59884	53085	84672	76881	140778	166094	74623	110224	18172	36500	56279	68270	73481	174530	44826	78006	114020	229562	81250	36884	54914	36132	84970	66894	103269	28599	26596	116019	25798	61344	22217	69492	53168	70746	178170	262222	51463	63154	146669	83933	48877	97851	85702	121906	129008	41554	153599	69055	89823	207335
230	25627	101817	66747	68839	67262	66076	29523	131560	56690	89283	73048	21730	73405	36869	50211	103835	47170	20241	73462	102717	73679	68281	160252	89837	46887	75584	61375	12792	145677	22365	59043	108991	59184	114979	104119	129680	118621	112017	47897	129816	67619	74459	48219	57267	50522	79652	73210	131676	155897	70459	104760	17529	34139	52830	64876	68347	155407	42767	73096	108459	206171	77998	35255	52204	34304	80760	63627	95347	27354	25187	110293	23939	58578	20766	65657	50073	66864	165881	241642	48482	58934	137786	79416	46458	93241	79979	115801	133700	38852	136884	65428	88234	203967
231	24225	94364	62452	64365	63888	62546	27974	123392	53481	83561	67758	20121	69167	35287	47441	96804	43273	18825	68933	95587	68647	64343	150913	84075	43840	72682	58772	12202	136332	21548	54973	102366	54889	108460	98935	122544	109465	104063	45851	122388	63632	70280	45005	53593	47930	74237	69578	122586	146185	66389	97813	16380	31946	48897	61072	64281	142612	40138	68104	101932	189332	73557	33150	49115	31918	76665	59506	89671	25541	23670	103816	22097	55365	20346	61399	47058	62882	155261	223124	45818	55547	128718	75023	43215	86331	74770	108833	137671	35702	126292	61583	85091	200478
232	22455	87032	58766	59628	60425	58073	26175	115730	50468	78625	63209	19912	63655	32535	44739	91119	41300	17455	64879	88984	65141	60157	141256	77918	43220	65987	55331	11067	127905	20299	51494	95359	51452	101475	92544	114770	100206	98487	42919	114636	59883	66324	42935	50213	44758	69122	65716	114900	134971	62298	91733	15251	29997	45533	57372	60243	132026	37508	63460	96231	175323	70267	31185	46085	30366	71652	55129	83888	23775	21849	96656	20754	51305	18283	57246	43128	58944	143574	207358	42383	51743	120513	70896	40174	80286	69071	102276	140150	33341	116678	57916	81520	196248
233	20800	80381	54035	55817	56668	53771	24253	107470	47446	73230	58226	17125	58616	30522	41474	84307	37916	16126	60143	81973	61003	56036	130682	72673	37818	60779	51285	10041	118705	19365	48576	88848	48411	96537	85890	106422	93078	90896	39631	106583	56100	61899	40041	46981	42226	64014	60910	106931	125232	58454	85820	14548	27874	41474	53633	55695	122424	34679	58916	89039	162604	65648	28666	43524	28192	66436	51799	77888	22387	20740	90825	19259	48409	16341	52901	40238	54547	134251	193053	39497	48582	110722	65250	37553	74880	64092	94573	138239	31178	108391	53428	77141	190596
234	19398	74379	50001	51146	52741	49871	22621	98452	44064	67957	53502	14609	54525	27973	38632	78155	35094	14609	56031	76049	57084	52057	121189	67317	33726	55761	48174	9410	110995	17965	44912	81779	44848	89151	81194	99563	86598	85566	37004	99607	52876	58410	37000	43973	39790	58780	57507	99441	116041	54434	79945	13600	25471	38289	49442	51221	113752	32602	54178	82955	151500	62091	26669	39799	26182	62364	47777	72641	20971	19010	85438	17800	45008	14451	49177	37308	50758	123901	179008	36276	45474	102794	61440	34253	69088	58854	89532	135611	27477	100528	49855	72817	186136
235	17798	67757	46433	47263	48767	46457	21234	92292	41364	62412	49043	13952	50690	25891	35909	72327	32642	14032	52811	70427	53237	48585	112013	61860	31604	52646	44812	8424	103715	16654	41494	75686	41455	83172	75635	92359	79823	79679	34269	92372	49223	55029	34495	40658	37212	54498	53832	91369	106448	51847	74293	12701	24085	35283	46404	47960	105425	30332	49681	77171	139927	57526	24979	37234	24038	57844	44768	67400	19377	18219	79160	16501	41978	13489	45292	34453	46705	113953	165992	33978	41805	95024	56482	31705	63890	54175	82287	132962	24493	93241	46698	68777	180382
236	16381	62807	43759	44091	46017	43140	19583	85470	38977	58386	45940	12863	46587	24024	33580	67907	30164	12984	49145	65194	49768	45227	104470	57411	29838	49527	42147	7932	95832	15654	38790	69407	38845	77451	72418	86384	73759	74186	32510	86356	45405	51383	32165	38339	35030	50137	50428	85637	98243	47831	69450	11934	22566	33136	43551	44759	97697	28079	46241	71264	129315	53386	23261	34675	22583	54587	41387	63209	18653	16985	74399	15148	39345	12977	41998	32433	43841	105580	154308	31100	39418	88277	53391	30007	59682	49601	77965	130007	22704	87174	43578	65727	175567
237	15109	58048	41104	41048	43762	40416	18410	79586	36643	54720	42735	12090	43292	22337	31928	62139	28794	11744	46148	60759	47123	42914	97556	53659	28553	45681	40168	7460	89617	14770	36382	64895	36375	72794	66396	81499	67839	69743	30210	81204	42643	48605	30849	36151	33635	46867	47768	79364	90769	45352	65262	11342	21265	31998	40920	41898	89996	26543	42893	66372	120647	50998	22093	32440	21500	51044	38704	59505	17450	16947	70381	14334	37142	12044	39077	30894	41324	99255	143425	29570	36627	82951	50901	27469	55854	46473	73342	128045	21196	80696	40677	62983	171487
238	14272	54397	39550	38330	42117	37913	17509	75546	35890	51601	39779	11596	40926	21295	30148	59049	27271	11205	43812	56139	45326	40648	92849	50111	28032	44109	38658	7111	85630	14310	34116	61281	34111	69218	62766	77533	63802	66202	29326	77747	41189	47086	29453	34994	32383	44482	45999	75412	85827	43149	61677	10963	20950	29978	39291	39999	84733	24851	40003	63610	112375	48843	20797	31627	20301	49415	36854	56344	16642	15260	67061	13531	35222	11622	37167	29260	38895	92946	134580	28119	34597	78583	48401	25757	52574	43941	70870	129559	19591	75846	39248	61617	169531
239	13893	51724	37829	37366	40882	36693	16571	71121	34673	49550	38160	11283	39594	20368	29270	56113	26302	10910	42424	54338	43490	38370	87881	47981	26593	42996	37623	6727	81564	13759	32400	58342	32350	65923	60142	74826	59420	62544	28720	74927	39717	45498	28711	34452	31758	42260	44841	71856	80823	41833	59205	10622	19825	27167	38112	38324	79004	23788	38004	60202	105878	46502	20338	29918	19419	47164	35263	53946	16046	14390	64599	12828	34374	11238	35317	27127	37478	89287	126036	27404	33317	76012	47435	24509	51111	41452	67509	132688	18847	70887	38575	61516	167210
240	13021	49725	36801	35640	39970	35469	16033	68415	34072	46686	36269	11061	37822	19649	28503	53581	25540	10745	40318	51202	42384	37268	84496	45778	26339	42999	36953	6529	79096	13622	31084	55455	31018	63231	57459	72391	55416	59043	28067	72218	38087	43593	28241	33491	30874	41090	43970	68545	77311	39827	56472	10403	20975	25772	37533	37150	74485	23028	36282	57838	98779	44331	19378	28865	18949	46203	33697	51792	15598	14506	62369	12244	33437	11068	34374	26243	36179	85159	119175	26382	32098	72897	45659	23592	48239	39254	64125	137479	18394	66809	36618	60592	169010
241	12651	46626	37273	34053	39031	34052	15414	64930	33271	44578	34318	10559	36344	18497	27668	50444	24952	10096	38933	49126	40917	35868	81295	43381	25751	40778	36013	5655	75829	13015	29702	52970	29735	60407	55232	69946	51200	55616	26484	70087	37125	42117	27141	32844	30467	39334	43335	64399	73501	38377	54189	9871	18139	26281	35939	35608	69264	21941	34526	55581	91196	42655	19263	27511	18111	44280	32323	49273	14966	14178	60306	11812	32265	10681	32847	25557	34627	80692	111024	25379	30831	69625	44671	22381	46241	37000	61964	142286	17615	61722	34827	60831	167707
242	12003	44635	32643	32669	37618	32425	14652	61916	32494	42728	32641	10185	34663	17874	26244	48209	23736	9522	37401	46231	39165	34359	76525	41612	24578	37895	35516	5537	72502	12589	28249	49837	28205	57575	52941	66539	47705	52432	26362	66656	35500	40842	26183	31756	29566	37087	41185	62192	69510	36825	51802	9556	16185	23738	35004	33735	65131	20924	32275	53167	85500	41466	18358	26686	18138	42894	30947	47200	14192	13826	57298	11154	30863	10252	31121	24880	33299	76217	105106	24526	29201	67075	43619	20990	43991	35128	59803	145361	16566	58361	33959	59948	167077
243	11102	41759	30052	30790	36331	30855	13892	58041	31134	40452	31124	9641	33008	16649	25444	45366	22516	9075	35529	44063	37622	32990	72889	38413	23891	36886	33262	4902	68648	12339	27252	47348	27178	54557	50102	64040	44729	49458	26426	63979	34306	38868	25255	30271	28592	34899	40034	58792	64912	34940	49243	9423	15508	21787	33286	32275	61169	20293	30509	50291	79166	38888	17557	25348	17046	40668	29486	45155	13875	13672	55765	10563	29542	9915	29567	23464	31284	72314	98410	23637	27796	63842	40895	19707	41617	33223	56686	145667	15479	55168	33098	59342	166274
244	10468	39248	28535	28836	34713	29009	13190	55206	29988	38082	28802	9493	30920	15830	23984	42742	21642	8665	33709	40855	35681	31467	69205	36061	23104	34831	31869	5147	65904	11934	25743	44346	25771	51750	47294	60405	40656	46652	23503	60468	32354	36886	24013	29152	27572	32650	38376	55042	61427	33523	47016	8856	14832	20501	32038	30383	56355	18627	28838	47523	74156	36543	16564	24156	15488	38658	28076	42538	12960	12564	52562	10187	28297	9773	27863	22316	29982	67263	91214	22715	26635	60191	39225	18594	39261	30991	54129	146054	14618	51105	30367	56943	164671
245	9863	37048	27798	27495	33167	27344	12527	52858	28511	35415	27696	9133	29507	15147	23104	40354	20798	8996	32500	39079	34320	30564	65103	33888	22304	33155	31093	4791	62197	11115	23890	41556	23980	49613	44824	57366	38218	43760	21392	57326	30525	35488	23136	28502	26575	31094	36523	52369	57180	31909	44331	8908	14310	19680	30911	29091	52926	17995	26813	44843	68508	35085	16020	23189	14419	37262	26549	39964	12775	12240	50827	9355	27170	9033	26351	21546	28463	64083	85204	21931	25040	57892	37842	17534	37440	28947	51258	146239	13788	47987	28832	54689	162073
