length	HN1-d365	HN1-d090	HN1-d180	HN1-BL	HN1-d049	HN1-d008	HN2-d365	HN2-d090	HN2-d049	HN2-d008	HN2-BL	HN3-d365	HN3-d090	HN3-d180	HN3-d049	HN3-d008	HN3-BL	HN4-d365	HN4-d090	HN4-d180	HN4-BL	HN4-d043	HN4-d008	HN5-d365	HN5-d090	HN5-d180	HN5-BL	HN5-d043	HN5-d008	HN6-d365	HN6-d090	HN6-d180	HN6-BL	HN6-d043	HN6-d008	HN7-d090	HN7-d180	HN7-BL	HN7-d043	HN7-d008	HV1	HV3	HV4	HV5	HV6	HV7	HV8	OMD1-d090	OMD1-d180	OMD1-d002	OMD1-d005	OMD4-d365	OMD4-d090	OMD4-d180	OMD4-BL	OMD4-d002	OMD4-d005	OMD5-d090	OMD5-d180	OMD5-BL	OMD5-d002	OMD5-d005	OMD6-d365	OMD6-d090	OMD6-d180	OMD6-BL	OMD6-d002	OMD6-d005	OMD7-d090	OMD7-d180	OMD7-BL	OMD7-d365	OMD7-d002	OMD8-d090	OMD8-d365	OMD8-d180	OMD8-BL	OMD8-d010	OMD8-d002	OMD9-d365	OMD9-d090	OMD9-d180	OMD9-BL	OMD9-d002	OMD9-d005	OMD1-BL	PV1	PV3	PV4	PV5	PV6	PV7	PV9
176	1148162	3687650	3456266	2867082	2534657	2461488	896263	3066923	2371660	1952816	2365353	2755575	2943811	1106976	1934542	2747100	2374027	1160764	2783470	4038587	2079656	2756275	3325183	2737591	3619186	5438286	2087249	2384191	5202384	1122067	1721808	3835683	1722022	1305850	1710515	2946739	1257136	1391892	2729508	2945998	2080500	1796978	1934376	2826224	2385791	2767804	2853135	2835439	3510626	2190878	2855986	793008	2245580	3872459	2566573	2274524	2310874	2204241	2078326	2319525	1512224	883911	1413401	2071166	2106661	2824976	1955887	2899040	1198182	1878219	3418584	806016	2228265	1708205	3074445	2873303	2146541	3769838	2546964	2767188	2217012	4667558	1767191	964908	2545946	2867823	2346108	2298984	3186202	1691866	3515242	2348066	3805842
177	1094888	3550869	3259927	2734592	2394356	2353606	880204	3009250	2253891	1912875	2325534	2592847	2908892	1060937	1838829	2680256	2268488	1110323	2644239	3864141	2014273	2648924	3261931	2637886	3358375	5090268	1970549	2182923	4967257	1068718	1684407	3751991	1683608	1310167	1696867	2876699	1244216	1369015	2558304	2877980	1997575	1749788	1855250	2702930	2285829	2718324	2696763	2804916	3512231	2108608	2783858	747753	2126724	3693840	2459457	2185766	2271845	2095789	2049487	2280185	1533697	866755	1339135	1962564	2008211	2706144	1884395	2747152	1134614	1792064	3299487	780948	2125099	1584652	2954558	2724160	2072189	3676295	2539645	2633326	2115931	4578611	1727519	943813	2525456	2809072	2328554	2119562	3017980	1652899	3326219	2241187	3701004
178	1027254	3344580	3011819	2551539	2212114	2201135	834845	2888936	2097888	1830997	2224531	2392026	2733250	996043	1712540	2544812	2127343	1034276	2460826	3608358	1901691	2472942	3126918	2511927	3050146	4672331	1829014	1946722	4626427	987575	1585784	3545917	1584698	1280463	1643878	2729617	1221907	1327454	2347627	2729790	1873925	1669370	1736921	2529031	2142135	2590666	2497281	2680205	3387042	1984119	2648512	687598	1964772	3434260	2302600	2063979	2222879	1938576	1960005	2192831	1541299	863810	1248938	1819991	1869316	2540534	1780193	2567459	1049679	1652143	3095976	737065	1989128	1437519	2771661	2521307	1956586	3499870	2499170	2446460	1974009	4345945	1668169	903822	2399802	2666683	2260145	1912401	2796590	1582198	3063130	2098029	3427123
179	952143	3131921	2750428	2369098	2026903	2036302	784968	2737523	1923033	1728104	2101287	2170880	2546714	927016	1570101	2395396	1967313	951496	2256240	3350505	1774159	2269036	2984645	2360436	2733041	4216814	1677361	1717947	4232561	901260	1474496	3299751	1474476	1229479	1560095	2559975	1200024	1257856	2130675	2560132	1752345	1557757	1610375	2334303	1978727	2438817	2283862	2534698	3208935	1847672	2492390	623526	1795398	3139699	2130883	1925528	2137148	1765157	1846286	2086206	1547599	822589	1146266	1675486	1708792	2358404	1660485	2366592	962418	1497912	2866484	692011	1830268	1282007	2565010	2291206	1827813	3366527	2431849	2234241	1818840	4068254	1575462	864484	2237993	2502849	2160134	1706721	2531088	1510857	2781088	1928735	3129625
180	875223	2908097	2495691	2176739	1849206	1874103	728664	2574148	1753140	1616442	1957389	1954866	2377900	855023	1440755	2243186	1800435	865504	2056641	3050242	1638712	2083232	2800581	2195202	2431314	3776687	1524696	1520826	3874915	817770	1361138	3046336	1361291	1176544	1475535	2391500	1184750	1205712	1922376	2392390	1614205	1451266	1477830	2131435	1813522	2272340	2079112	2396411	3063060	1706665	2313246	563839	1623541	2854041	1955539	1782214	2047835	1594775	1721545	1961768	1549169	775986	1045666	1524030	1545987	2166633	1528518	2168272	872824	1341309	2630307	637796	1664691	1141350	2354792	2065510	1691142	3163492	2360637	2024734	1659211	3763085	1480700	810247	2089353	2333657	2056032	1523121	2290401	1457119	2515468	1763369	2869358
181	798643	2688039	2260834	1987977	1682055	1718708	676551	2405966	1600535	1505262	1815886	1755227	2192693	790360	1318587	2089686	1652274	786686	1874191	2768822	1508775	1906214	2620876	2031466	2154468	3375791	1390498	1338448	3527172	741130	1259960	2806642	1259608	1124527	1395092	2228295	1128741	1148852	1731625	2229284	1489076	1353498	1355484	1948321	1664433	2115686	1888283	2240542	2878683	1577746	2151709	507437	1464694	2586759	1790826	1644735	1954143	1446552	1597354	1839060	1510797	754910	952808	1386460	1394935	1989874	1409454	1985772	790649	1201568	2415723	589109	1519897	1007936	2159141	1861225	1564816	2954106	2293973	1829898	1515410	3476073	1381113	758733	1930860	2173339	1954592	1362868	2071002	1368706	2268633	1618913	2633791
182	733541	2481271	2058370	1825960	1539952	1573725	627099	2250025	1467611	1401501	1688209	1580204	2031989	732437	1207888	1948390	1519546	717712	1716523	2527793	1398844	1754154	2458636	1890565	1928036	3041998	1270594	1185650	3207519	682149	1170990	2597540	1170385	1072826	1319310	2069032	1096255	1085842	1567975	2069613	1381980	1270638	1252210	1780585	1532033	1969289	1724232	2113767	2710765	1466338	2014025	460163	1327365	2350314	1649695	1525730	1859922	1325783	1485642	1730604	1493224	708595	874675	1266197	1271250	1835185	1308172	1834648	723142	1085416	2236818	543720	1388604	895685	1981824	1691546	1450371	2787442	2224055	1661633	1394732	3218042	1293593	713294	1796703	2031448	1870186	1227821	1877969	1310568	2064278	1489661	2453714
183	674127	2319229	1890307	1690000	1426663	1453855	588472	2137066	1364124	1317749	1579957	1433727	1897177	680646	1124910	1827378	1404766	661388	1584363	2337689	1311836	1641453	2328601	1772129	1744109	2769259	1176989	1069277	2975124	634782	1102450	2433721	1101901	1041080	1268571	1946904	1075717	1046858	1434785	1946998	1298344	1205970	1165061	1648053	1423914	1852082	1589851	2013329	2589272	1380484	1899394	419916	1218826	2159919	1532590	1426201	1787916	1225482	1395593	1643984	1478073	677263	808848	1171887	1167695	1708964	1224133	1701013	664731	990600	2099209	504824	1284338	812448	1833058	1551897	1356375	2643041	2159585	1527459	1291321	3018579	1225155	676165	1689458	1911267	1803533	1121153	1725227	1263267	1902516	1385032	2336162
184	629281	2189251	1758916	1576767	1328781	1361192	560299	2048488	1285363	1253325	1502786	1308129	1787998	640829	1057059	1727573	1314737	619713	1486908	2201457	1241067	1555412	2231885	1672536	1597926	2559192	1100642	975225	2780706	604528	1048128	2310252	1048020	1023743	1228410	1849624	1048652	1017271	1333588	1850524	1227077	1160574	1102117	1537367	1338619	1763024	1477379	1942795	2500065	1311182	1814373	388439	1131352	2010369	1443533	1352231	1731059	1146495	1334741	1576080	1453422	652410	758177	1094499	1087159	1613407	1162736	1603023	620362	916128	1986861	478432	1204297	742131	1718577	1447440	1280935	2524896	2130288	1422865	1213461	2874332	1170097	648684	1610434	1817756	1754119	1038956	1606708	1219432	1773317	1313230	2248548
185	598617	2091481	1658003	1495132	1256411	1288197	541910	1985036	1227623	1214909	1453903	1208259	1708662	610143	1005800	1652783	1247231	586964	1416069	2097128	1198191	1492048	2177051	1603973	1486736	2404603	1048538	901519	2636739	579583	1017556	2226261	1016919	1014760	1210045	1782345	1015093	977418	1254030	1782002	1177771	1128368	1048637	1448215	1264846	1696414	1391156	1897339	2440715	1254515	1750259	365154	1066566	1905746	1380385	1301599	1677666	1082470	1288696	1531418	1441288	635063	722112	1037272	1030336	1543327	1122512	1529964	585592	861260	1916057	458137	1147399	685910	1627409	1371697	1226160	2443776	2089547	1347816	1157095	2782108	1138412	631808	1555934	1745545	1724738	975249	1507456	1174353	1675414	1257627	2189532
186	568580	2016912	1568519	1428958	1199296	1236695	525376	1946616	1177668	1185058	1420297	1121348	1637656	584973	963064	1591781	1187261	559166	1354122	2016364	1161496	1447588	2138518	1542378	1390711	2268844	1001309	842169	2537078	558963	991084	2160363	991108	1014112	1198182	1727822	988148	955904	1185237	1728689	1129350	1097275	1001895	1372951	1201807	1639813	1314352	1865160	2403914	1203061	1695865	345767	1008008	1807478	1321747	1260199	1629308	1024647	1256023	1501246	1412253	626100	688180	986933	980196	1481741	1085997	1458938	555224	811977	1853572	444151	1099837	641623	1551798	1304966	1179870	2372351	2051694	1282926	1107566	2717367	1113164	620304	1525083	1685121	1698833	918238	1424066	1134924	1593885	1205865	2142583
187	545458	1945426	1484476	1360525	1142471	1184438	508252	1904125	1123351	1157813	1382753	1035652	1575267	560051	919356	1539211	1129946	533182	1296555	1937960	1120846	1394731	2103114	1483435	1292922	2134084	958653	778203	2434384	534017	961813	2089956	962086	1010578	1179949	1677416	959838	939679	1122169	1676714	1078380	1058441	954595	1297425	1136776	1585359	1240096	1829326	2365098	1145014	1637949	326893	950824	1716818	1263009	1212167	1580366	965087	1219394	1462172	1385113	614468	658734	938306	929576	1425425	1051996	1397531	527034	765707	1784035	429337	1053175	599629	1481372	1241382	1138861	2297833	2021699	1220106	1061002	2651448	1086227	606808	1487996	1622395	1659516	864589	1343371	1094760	1503178	1162012	2069492
188	517858	1864309	1395646	1293634	1081210	1129716	490118	1844501	1063003	1122132	1338425	948674	1499768	537448	870895	1480094	1069473	502362	1234558	1852203	1073869	1324769	2050527	1425867	1197030	1996837	910148	714734	2310606	504211	921550	1997803	921750	995582	1148268	1616465	944548	907077	1048876	1615615	1023461	1013849	900752	1216453	1063438	1519673	1161072	1775235	2294655	1081087	1566525	306550	893575	1606478	1199146	1161314	1542694	901216	1176897	1413877	1381856	603990	623014	890537	874489	1355679	1007770	1331369	497454	714864	1700215	412473	998457	554451	1405863	1169831	1087986	2226231	1989580	1149403	1010393	2560911	1058358	593692	1436012	1548792	1608213	808763	1250346	1068855	1411247	1106248	1969067
189	489283	1767257	1297087	1216799	1016024	1065789	463301	1767009	986323	1075903	1272068	861345	1411058	508961	813791	1412674	997279	466121	1158116	1740688	1010358	1244057	1974913	1350117	1094994	1834285	853836	649347	2189631	466519	867472	1880506	867038	968254	1105151	1538570	922348	882471	971894	1538663	959379	950671	839217	1130261	988231	1435103	1076142	1697052	2203695	1013615	1482748	283512	823956	1482696	1118489	1096610	1489554	828924	1117154	1350715	1361317	585501	585659	831961	807709	1273183	951911	1248252	464422	653424	1599916	391989	932972	507066	1318158	1081715	1028587	2136835	1944373	1071876	945130	2427585	1014259	570655	1377305	1461183	1530517	750288	1148995	1033695	1309508	1039578	1853930
190	452441	1649402	1189991	1126850	940706	989801	431362	1666677	906953	1010202	1189079	769902	1306360	475260	752943	1328395	919186	425208	1072747	1610543	937084	1146654	1861957	1266728	983903	1664329	791890	581137	2031630	422060	805770	1743337	805951	921643	1041380	1446961	895177	850957	891941	1447243	891252	886707	772481	1036038	906862	1334516	986857	1598360	2076621	936816	1381029	258883	748085	1348493	1028774	1019795	1420798	751380	1046309	1270744	1327888	560419	537003	769114	734594	1176951	884213	1158950	423962	589983	1477313	365710	861864	457449	1216452	989565	961336	2011369	1885405	980833	875153	2259614	952009	538250	1291019	1357352	1434264	688067	1045479	992537	1196262	962725	1703718
191	414964	1529120	1084108	1034651	864935	912766	396898	1547890	823414	939855	1095725	684121	1201250	440342	689806	1239250	841121	386008	986229	1473948	861834	1042435	1743316	1180906	883771	1494793	727909	514540	1864195	381116	740449	1594619	740638	870060	970205	1349606	864846	808099	805513	1349477	823140	819105	704642	941417	823293	1227733	902975	1486417	1935604	864699	1277582	235881	675936	1215953	942269	944069	1353166	682815	966949	1182535	1300005	530920	492401	704448	663503	1082938	816592	1072122	388736	526940	1358949	338022	785576	408420	1113564	895529	888479	1894665	1824319	889242	802675	2076402	888207	505828	1191305	1253606	1332870	626690	942331	950225	1080502	885853	1557135
192	380015	1406578	983865	949497	793620	835860	364950	1437790	750051	869813	1006095	607233	1100947	405690	629507	1147908	763040	349624	900511	1342978	793695	952530	1617283	1092260	791360	1343406	667893	455542	1718874	342253	678430	1456369	678078	819410	907349	1251660	834934	775191	731721	1252944	756790	758622	643734	855994	748690	1124057	825873	1378599	1798854	796473	1182366	213231	607721	1093869	857399	867582	1283833	616579	886394	1096723	1264413	499556	451160	643380	595112	990523	750790	983794	353922	469766	1250127	311203	714747	367692	1012189	808921	819074	1768749	1760015	802816	731838	1894602	825469	468914	1098279	1154729	1237222	571145	849268	910257	979587	809838	1434391
193	346198	1294752	897209	867792	726552	767061	335450	1335634	683670	806509	923452	541312	1010324	376342	578155	1059463	697399	316767	826351	1224099	732901	873507	1501903	1010512	712388	1211403	616076	405935	1585957	311576	627337	1334493	626807	771191	847145	1168110	804296	744190	663679	1167004	699344	708430	589217	779407	681462	1033501	758180	1284566	1672632	740977	1098468	194461	549918	986709	786404	798819	1220218	562334	817160	1016355	1225652	467701	413083	590315	539405	909952	695380	908042	324726	420796	1153813	286209	654364	330054	925452	734882	754520	1649414	1699545	728455	671578	1736959	762112	438579	1012664	1067220	1156627	522740	770439	874426	891181	747584	1328022
194	318287	1198336	826550	802526	674193	707412	310962	1242468	631650	752813	856449	486596	933740	351160	535251	986013	641249	289901	764727	1132338	683655	805384	1405722	945117	649825	1108829	572639	366011	1466435	285681	584267	1237295	584760	734328	797282	1091093	785941	708012	609419	1090471	652853	668197	544634	718141	626221	958807	703494	1206966	1565080	696470	1029506	179669	504443	903404	726515	746322	1168852	516165	762179	954104	1198544	442785	382221	544926	493036	840643	650468	848674	298570	380179	1077169	263895	604537	301633	851360	675487	701239	1551258	1647150	665522	619108	1613684	714819	411252	942091	991983	1089202	485531	703901	845675	820514	693978	1244604
195	296981	1124340	767504	751017	630257	659687	292109	1177555	590899	707879	802605	440996	871295	329146	501513	925030	594944	269084	719379	1059243	645752	757572	1334789	889273	598998	1025913	536635	334576	1383362	268624	551214	1161312	551222	709813	765663	1032911	763917	686165	564567	1033363	613588	635883	507351	663109	581806	898006	658101	1145917	1487247	657346	973517	167132	469183	835143	680997	700738	1123753	480472	719750	905115	1173840	420771	356506	510164	458494	789575	614306	800412	278740	352032	1017379	248155	564062	278607	788584	628125	655618	1472406	1600389	618283	580021	1512580	677142	390140	893935	932376	1036376	453198	650126	818580	764452	650635	1189480
196	278169	1071218	722491	706462	596340	625032	278280	1126858	558635	679475	761673	403627	822615	313441	475667	878856	558279	253560	679812	1007949	613690	720303	1280465	842973	557953	961780	510911	308302	1314884	252508	526578	1102129	526382	688273	737705	989171	745434	665806	530999	989333	582212	607364	479528	622429	542299	851955	622326	1105339	1430669	626517	929871	156997	438729	784669	644475	664917	1087659	451778	686111	867477	1145036	408597	338531	480920	428662	747035	584038	760832	262037	329625	967124	235796	535706	261172	738910	592791	621603	1398740	1549747	581205	547277	1443231	646719	372779	851439	881216	994919	431272	608800	795183	720073	618643	1141456
197	265553	1024045	684747	674571	573030	596576	266043	1086347	533184	655876	734545	371801	781615	299780	454455	840421	528159	239048	650084	968745	587793	686160	1243760	805651	526486	909747	492302	287919	1255902	240527	504953	1056156	504890	674420	716413	955743	717080	640618	503429	956673	555336	582073	454302	587913	509994	815363	588752	1065997	1380545	594809	892626	148597	415699	743113	615808	638647	1043738	426478	659062	835317	1113028	398692	323488	460076	406747	715154	561056	727713	249857	309296	927427	225694	510658	246245	701205	563462	594170	1344909	1506291	553284	523200	1387846	622998	362221	817986	844038	960482	412445	571954	767334	685635	593654	1096312
198	252631	985945	654908	643754	550825	572245	256660	1051702	506722	638082	704929	343439	748969	286948	434624	808803	499629	226580	622140	931767	564158	658737	1207193	770182	494752	858687	471379	269522	1214010	227387	484192	1013156	484113	662316	697932	927022	691108	619686	478665	926388	529081	556787	431573	554223	478709	779152	560798	1030424	1339047	564756	852873	142550	393187	702565	588721	611210	1003713	403076	635627	807959	1076059	389966	308697	439939	385621	683794	537630	694374	239331	290604	892150	217062	490103	232974	665840	538625	567488	1295804	1460990	526967	500016	1337302	603618	352447	793176	805394	925676	396678	537996	737693	652332	567953	1061066
199	241957	948461	620636	613235	526913	550546	243533	1013790	482154	614882	675723	317518	709517	275700	414227	779341	471427	213290	594750	892059	537018	628700	1170014	736057	467835	808480	452286	250042	1163726	214827	461539	967499	461727	644366	673216	893683	668811	604859	453215	894606	502472	528004	408039	522507	447194	741445	532530	994349	1291469	535160	811490	135740	370737	662649	562191	585013	970891	380285	607758	776388	1046230	381378	294081	418657	364089	652231	514062	665574	227468	272444	846958	207542	467775	219845	627698	510918	542700	1238719	1413752	499294	475677	1278612	579541	339638	762897	765624	882224	379915	504979	715440	617702	545463	1006597
200	229075	900170	584172	581506	503189	522985	230638	966828	452503	589308	642896	292385	670278	263550	392892	744322	443308	200336	563254	844554	508396	588291	1119442	696337	437249	755895	430937	228604	1105836	199394	437128	912415	437054	621257	640908	856586	654023	580442	427500	856182	476158	495843	381871	487693	415832	696948	500765	948272	1227960	500403	767658	127562	346768	616100	530131	555544	936707	356583	577963	738408	1023346	369054	278542	397896	342282	617957	487495	634264	215491	255231	801484	198145	443124	204998	591610	483378	514295	1185454	1368220	468772	450665	1210614	550848	325911	723448	718949	834918	361314	466050	696212	582005	516331	950303
201	214164	850386	547597	543709	473624	490770	216244	911951	420424	557017	599367	265147	627603	248233	367040	703696	412381	183892	529483	789377	477984	549023	1058178	656650	403156	696396	405504	208810	1045706	183202	407170	849365	406833	592303	606987	815365	628111	559869	395601	815603	444924	462000	355174	452587	384305	647650	467175	889721	1156304	465892	715593	119582	321095	569834	492953	521246	894976	329257	541111	697257	989193	354896	261743	371718	315568	578662	457613	596745	201168	233228	750541	185601	415758	189773	551455	447429	482421	1121573	1315489	432675	423188	1124433	520050	307440	681159	671851	776240	339455	428661	670638	540579	482148	889345
202	197289	788731	505733	503759	439758	456421	199956	852850	385783	520007	551900	240170	577910	230789	339885	655623	377809	168881	489656	725904	443046	507145	988375	610821	370974	639028	376597	187654	973552	166654	376715	778692	376780	556481	566740	764362	608184	539343	365300	764032	412684	429705	326303	417076	350417	597159	433524	828495	1075604	432020	664512	109394	293895	518098	457170	481363	853877	303204	498781	647330	957740	335996	241680	346129	288743	536747	422774	557691	186051	212967	698168	172195	382515	174324	507484	411127	446701	1049176	1261012	396751	391028	1030182	482046	287161	631304	619214	716009	315091	392504	645974	496922	448657	824498
203	181196	728828	466793	464905	405954	418683	184175	786282	354009	481712	509407	216328	532718	215659	315329	608350	345623	154433	452496	666475	410960	464437	913527	566854	340281	582522	350778	170166	900047	151920	346401	712854	346470	520750	526593	713884	582102	509341	335284	714171	383896	399452	299438	381027	320562	547853	402604	767013	992254	401066	616126	100992	269517	471326	421787	444286	807930	278717	460585	600273	920006	314352	222051	321261	262701	493906	393279	520512	172498	191549	646879	159245	353042	159849	464933	378783	414430	978432	1202351	362310	359642	944968	447614	266276	580922	569072	662423	293456	356074	617438	457809	413821	763960
204	166745	671808	429106	428232	376629	388147	169596	729794	326343	446367	467657	195116	491832	199210	290762	564920	317331	141786	417937	613640	382586	428849	849352	526334	312681	534762	324247	153169	839712	139049	321084	657800	320786	489626	492301	668254	561246	487631	306796	667833	356673	373771	275882	351536	292760	504003	374617	711527	918052	375798	574714	93386	248711	430440	388847	412014	771245	255348	425307	558250	891255	294746	205258	295294	241405	456259	363590	484993	158448	173548	601757	146889	326453	146587	427053	347681	382151	917699	1149214	331061	334060	866901	414368	248750	539341	526491	615632	274048	325618	596711	422592	382381	715726
205	153955	621537	397040	397767	349884	359365	157688	681208	302628	417051	433534	177583	457111	186534	271529	526681	293084	130400	389818	567234	358926	398230	790222	489893	289177	493115	301440	138148	782925	128329	299638	611107	299363	462526	461969	625432	542356	470536	285578	625242	331574	351080	256616	323292	271818	469025	349363	667339	858932	352141	538339	86495	227308	395411	362950	383699	735697	237582	396642	524128	860200	280347	191415	274034	221798	424915	340055	455611	148007	160119	561673	135338	303320	136435	393799	322186	356563	856204	1098159	304620	310567	802659	388420	232508	503436	489791	574670	258068	299037	573320	388682	356118	672917
206	143987	580606	370255	371550	328239	335896	148406	638759	281830	393444	406517	162837	425267	175267	254169	493209	273766	121344	364535	534373	336840	372038	745861	461626	268577	458796	285817	125909	731938	119585	281047	571776	281242	440673	438085	591022	518632	444617	264922	590369	313071	331114	240905	303304	252296	438631	328699	628601	808004	332072	507674	81286	211945	366057	338737	360002	702179	222298	372834	491839	826543	266776	178995	257661	205745	398000	319807	432018	138006	148837	530228	127462	286202	126693	366468	300278	332814	807494	1047823	285727	290487	752438	366653	218366	471071	458282	543904	246446	275894	551073	363607	335283	639389
207	134731	548381	350092	350279	310857	317256	139775	604993	265595	373762	382235	150324	402840	166179	240038	466424	256333	113762	344916	504214	320225	351626	711260	434860	251666	428470	268697	115329	694738	112059	266041	540577	266365	423975	417957	562497	496207	426805	248114	562426	296985	314786	225638	283056	235526	412938	310345	596948	767643	313660	479926	76241	197540	342023	319107	339782	669286	207431	352670	468893	793672	256901	168829	243318	193375	376069	302831	408656	130199	139549	500935	119947	270253	119266	344343	281536	315834	766554	1001785	267794	274871	711300	348466	208283	449109	431156	515616	237004	255544	528768	343723	317919	611913
208	127462	518465	328820	331737	294161	302478	133070	579799	250496	359039	362043	138895	378885	158830	227173	445251	242135	106100	325847	479907	302381	333510	679689	412224	235510	402408	255389	106241	658933	104744	253855	514003	253833	408983	400921	538107	470608	408942	234732	538420	281522	298182	214980	266477	221511	390996	294019	572413	734297	295697	454734	71992	185170	321113	302073	320960	634214	195812	335790	447254	754088	249179	159450	230765	183618	357614	286199	388312	123216	131746	473202	114553	257801	111818	323129	266364	297487	724462	954096	253099	260089	677336	332039	198319	426713	407176	490002	230524	239320	503245	323816	304196	585208
209	120424	493721	309885	313216	280665	288674	126641	552804	238610	344710	347122	128971	359250	151261	215428	425149	228190	100253	311825	459529	289339	313862	653443	392286	222867	380123	244991	99738	626588	99822	242041	489867	242011	396271	384084	514160	447157	388549	221142	514493	267995	281351	202790	251238	208350	370513	278969	544419	697361	279753	429694	68782	174043	301412	285735	304414	600965	185672	320634	426359	719792	239339	152329	219723	172059	338418	272922	369058	117517	123611	449432	109394	245744	105190	306178	250957	283609	689550	908131	239890	248592	645093	318552	190621	406711	384848	466057	224578	224515	477285	306356	291707	557833
210	114823	467749	291702	296192	266645	272401	119394	527208	224131	329166	327581	119204	340138	145141	205252	406166	213553	93844	294971	436130	273015	295694	622403	371097	207459	354055	231833	90390	594492	92940	229622	462204	229619	381425	367031	489986	426185	371594	208374	489601	253406	266612	191079	236295	196082	349320	263957	516190	664717	262130	406744	64672	163650	280288	270126	288434	570805	175501	304190	405981	689334	231832	144224	208251	161263	320612	257487	348922	110688	115602	425515	104310	231607	98114	290379	237868	268698	656865	869496	226450	235183	609308	302189	181753	388316	362183	441241	219803	207764	456251	287427	276622	532737
211	107410	437834	272592	276552	249649	256601	112715	497619	209238	312520	306054	109917	317481	136138	192333	381676	199241	87192	276280	409247	256131	276335	585809	348818	193324	328011	218055	82191	558160	87109	214746	432148	214886	362206	344500	463159	410116	356453	192964	463606	237761	248259	177973	219868	181870	325679	248719	487803	622666	244584	380066	60854	151788	258353	252218	268955	544038	163192	284268	382276	661503	220682	134794	195158	150306	301888	241688	330661	103265	107555	399089	96777	216575	91864	271517	221230	252290	619573	825840	209910	221156	570144	282431	171576	364378	337896	411886	212470	191616	437390	267674	260543	502045
212	99275	406651	254221	256218	233619	239398	104610	464073	193517	291574	284047	99096	294354	127762	178909	357862	184363	80544	257651	377690	238996	254787	548593	323568	177587	301895	203722	74695	517675	80268	199963	400540	199953	339509	323327	433941	393597	338311	178630	433855	221861	230613	164626	203425	167625	301621	230904	453420	577787	227145	352766	56813	139873	237346	234085	250162	517857	152222	264818	357210	634888	209563	125097	182239	138936	279249	224661	310612	96739	99050	369578	89875	201341	83888	250833	201695	234213	578525	781862	193346	205637	524220	263138	161023	336202	312353	383053	202338	175479	421550	248355	243269	469313
213	90973	372615	233330	237291	215399	220592	96122	429966	177551	270215	259957	90779	269148	118350	164432	330977	168625	73943	238221	345917	221049	234631	507483	300566	163522	274998	188230	67008	481005	73665	184918	365911	184782	318259	300411	403527	372717	318093	165394	403880	204771	215298	152203	187523	154284	276543	215065	419169	531776	210986	325378	52516	128279	215281	215710	231212	486001	139378	242037	330562	602420	197188	114664	168249	126060	258556	206925	288172	88076	88737	342433	83177	185925	77196	229965	185767	216557	537396	733896	176313	190860	479595	244074	148015	311046	288353	352067	189274	159949	398521	227671	224672	438179
214	83437	341515	214057	216763	197419	202493	88866	394818	162103	249458	239186	81448	246259	109432	151801	305425	154292	67197	218250	317393	205135	215187	467428	276865	148864	250043	173839	59547	442652	66706	170060	335475	170041	294660	278259	371388	342524	298549	151205	371718	189742	200249	140301	171469	141660	251238	199080	386265	487905	197301	302665	48575	116272	196075	197112	211717	450654	128316	223540	306324	559848	184782	106363	154442	115253	238485	189822	266678	81471	81378	316854	75988	171175	70011	211250	168683	199864	495119	684345	161331	174322	436420	225398	136142	284651	263624	324459	176928	144598	371325	208018	206503	408543
215	76591	312826	197575	199924	182638	186566	82014	364480	149776	231676	219103	74026	227425	101732	139441	283077	141728	60975	201885	290256	189430	196247	433160	254968	137476	230882	161380	53614	408399	61230	155752	309703	155619	274627	258610	346577	321131	277557	139221	346190	176372	187151	129210	158014	131314	232708	185024	356016	449417	183630	279581	44938	106201	178104	183470	195215	420618	117882	205639	283508	526578	173453	97573	143471	104116	219142	176449	247495	75251	74112	293798	69955	158106	64442	193395	155114	184588	459441	643196	147424	161558	401402	207637	126191	261633	243903	302102	167915	131815	347092	191204	192432	382144
216	70555	288665	181175	185543	169329	172097	75871	339378	139992	215341	202538	67985	209318	94614	129795	263446	130811	56518	187735	270213	177709	182639	402169	237684	126595	212044	149332	48211	380439	56597	146906	286622	146744	258500	242667	322327	302955	263330	128193	322549	164710	175121	119772	146120	121665	215001	172314	332334	417700	171784	262606	41693	97883	162865	169851	181877	394619	110377	190911	264404	497788	162455	90761	133121	97204	202963	163211	231383	70103	68356	273624	64838	146458	59316	178479	141888	170036	428167	604519	135957	150912	372344	193434	117312	243845	224951	281088	160305	120556	328851	176849	180397	361660
217	66085	268331	169531	172386	158150	161121	71563	317492	130341	202173	188664	62004	195141	88897	121113	246682	121961	52517	176133	251920	165250	170197	378035	222155	117732	195972	140110	43920	354644	53147	137953	269688	137727	245296	228790	302875	281782	248915	119900	302906	154119	164645	112469	136764	114187	201287	161664	312059	392407	160903	245168	39030	91200	151201	157402	169072	369870	102462	178739	248995	468029	155344	85062	124588	90366	190564	153415	216847	65318	63898	256347	60611	137064	54618	166571	132691	159367	401195	567215	125963	140830	346934	182288	110389	228309	209315	264562	154843	111280	309273	164925	170458	344880
